text,meta
"ইউটিলিটি বিল (বিদ্যুৎ, গ্যাস ও পানি) > বিদ্যুৎ সংক্রান্ত সেবা > ডেসকো: নির্মাণাধীন ভবনে নতুন বিদ্যুৎ সংযোগ > নির্মাণাধীন ভবনে ডেসকোর নতুন বিদ্যুৎ সংযোগের নিয়ম নির্মাণাধীন ভবনে ডেসকো নতুন বিদ্যুৎ সংযোগের সেবা প্রদান পদ্ধতি হলো: ক) অনলাইন গ্রাহক সেবা পরিচালনা ব্যবস্থা (https://ocsms.desco.org.bd/login) ঠিকানায় আবেদনকারীর মোবাইল নম্বর ও জাতীয় পরিচয় পত্রের নম্বর ব্যবহার করে নিবন্ধন। পূর্বে নিবন্ধন করা থাকলে ইউজার আইডি (User ID) (নিবন্ধিত মোবাইল নম্বর) ও পাসওয়ার্ড ব্যবহার করে লগ ইন করে প্রয়োজনীয় তথ্যাদি সহ অনলাইনে আবেদন। খ) এমটি সংয়োগের ক্ষেত্রে (৮১ কি:ও: এবং তদুর্ধ) আবেদনকারীকে নিজস্ব ব্যবস্থাপনায় উপকেন্দ্র স্থাপন ও প্রধান বিদ্যুৎ পরিদর্শকের দপ্তর কর্তৃক উপকেন্দ্র চালুর অনুমোদন সংগ্রহ করতে হবে। গ) মাঠ পর্যায়ে পরিদর্শন ও অনলাইনে প্রতিবেদন দাখিল। পরিদর্শনের বিষয়ঃ ওয়‍্যারিং, ওয়্যারিংকৃত লোড, ফ্ল্যাট সাইজ (প্রযোজ্য ক্ষেত্রে), আর্থিং, সার্ভিস ড্রপের দৈর্ঘ্য ও সংশ্লিষ্ট ট্রান্সফরমারের লোড। মধ্যমচাপ (এমটি) আবেদনের ক্ষেত্রে সংশ্লিষ্ট উপকেন্দ্র ও ফিডারের লোড, উপকেন্দ্র ও পোলে ক্যাবল উত্তোলন সহ আনুষাঙ্গিক বিষয়াদি। ঘ) লোড অনুমোদনের জন্য অনলাইনে যথাযথ কর্তৃপক্ষ বরাবর প্রেরণ। ঙ) অনলাইনে ডিমান্ড নোট জারী। চ) জারীকৃত ডিমান্ড নোট অনলাইনে পরিশোধ (ডেসকো স্টোরে মজুত না থাকলে মিটার জমাদান- ডিমান্ডনোটে অবহিত করা হর)। ছ) মিটার স্থাপনের জন্য গ্রাহক মিটার অর্ডার (CMO_Customer Meter Order) ইস্যু, মিটার সহ সিএমও (CMO) ঠিকাদারের নিকট হস্তান্তর ও সংযোগ প্রদান। https://desco.portal.gov.bd/sites/default/files/files/desco.portal.gov.bd/page/6222c346_7b29_424a_8ba2_f05d3b5accc1/2025-10-30-06-31-3a232e183fa0191f5c74c5f4e24b1491.pdf","category: ইউটিলিটি বিল (বিদ্যুৎ, গ্যাস ও পানি) | sub_category: বিদ্যুৎ সংক্রান্ত সেবা | service: ডেসকো: নির্মাণাধীন ভবনে নতুন বিদ্যুৎ সংযোগ | topic: নির্মাণাধীন ভবনে ডেসকোর নতুন বিদ্যুৎ সংযোগের নিয়ম"
"ইউটিলিটি বিল (বিদ্যুৎ, গ্যাস ও পানি) > বিদ্যুৎ সংক্রান্ত সেবা > ডেসকো: নির্মাণাধীন ভবনে নতুন বিদ্যুৎ সংযোগ/প্রয়োজনীয় কাগজপত্র > নির্মাণাধীন ভবনে ডেসকোর নতুন বিদ্যুৎ সংযোগের জন্য প্রয়োজনীয় কাগজপত্র নির্মাণাধীন ভবনে ডেসকো নতুন বিদ্যুৎ সংযোগের জন্য নিম্নোক্ত ডকুমেন্ট সমূহের স্ক্যান কপি আপলোড করে যথাযথভাবে পুরণকৃত আবেদন অনলাইনে সাবমিট (Submit) করতে হবে: ক) আবেদনকারীর পাসপোর্ট সাইজের ছবি এবং জাতীয় পরিচয় পত্র/পাসপোর্ট খ) জমির মালিকানা দলিল/হালনাগাদ ভূমি উন্নয়ন কর পরিশোধের রশিদ/নামজারীর খতিয়ান/লিজ দলিল (প্রজোজ্য ক্ষেত্রে)/সরকারি বরাদ্দ পত্র (প্রযোজ্য ক্ষেত্রে)। মূল মালিক জীবিত না থাকলে উত্তরাধিকার সনদ। ভবন ডেভলাপার কর্তৃক নির্মিত হলে আম-মোক্তারনামা দলিল, ডেভেলাপারের সাথে সম্পাদিত চুক্তিপত্র (প্রযোজ্য ক্ষেত্রে), যৌথ মালিকানার অনাপত্তিনামা (প্রযোজ্য ক্ষেত্রে)। গ) যথাযথ কর্তৃপক্ষ কর্তৃক অনুমোদিত বিল্ডিং প্ল্যান (প্রযোজ্য ক্ষেত্রে)। ঘ) এমটি/এইচটি সংযোগের ক্ষেত্রে প্রধান বিদ্যুৎ পরিদর্শকের দপ্তর কর্তৃক উপকেন্দ্র চালুর অনুমোদন। ঙ) একই স্থানে পূর্বের সকল হিসাবের (যদি থাকে) সমূদয় বকেয়া বিদ্যুৎ বিল পরিশোধ করতে হবে। চ) আবেদনকারীর ই-টিন সনদ (e-TIN Certificate)। ছ) লোড ২৫০ কিলোওয়াট বা তদুর্ধ্ব হলে লোড ছাড়পত্র। https://desco.portal.gov.bd/sites/default/files/files/desco.portal.gov.bd/page/6222c346_7b29_424a_8ba2_f05d3b5accc1/2025-10-30-06-31-3a232e183fa0191f5c74c5f4e24b1491.pdf","category: ইউটিলিটি বিল (বিদ্যুৎ, গ্যাস ও পানি) | sub_category: বিদ্যুৎ সংক্রান্ত সেবা | service: ডেসকো: নির্মাণাধীন ভবনে নতুন বিদ্যুৎ সংযোগ/প্রয়োজনীয় কাগজপত্র | topic: নির্মাণাধীন ভবনে ডেসকোর নতুন বিদ্যুৎ সংযোগের জন্য প্রয়োজনীয় কাগজপত্র"
"ইউটিলিটি বিল (বিদ্যুৎ, গ্যাস ও পানি) > বিদ্যুৎ সংক্রান্ত সেবা > ডেসকো: নির্মাণাধীন ভবনে নতুন বিদ্যুৎ সংযোগ/সেবার মূল্য এবং পরিশোধ পদ্ধতি > নির্মাণাধীন ভবনে ডেসকোর নতুন বিদ্যুৎ সংযোগের জন্য সেবার মূল্য এবং পরিশোধ পদ্ধতি অনলাইন গ্রাহক সেবা পরিচালনা ব্যবস্থায় (OCSMS_Online Customer Service Management System) ইস্যুকৃত ডিমান্ড নোটে উল্লিখিত টাকা এবং ই-পেমেন্টের (e-payment) মাধ্যমে নির্মাণাধীন ভবনে ডেসকোর নতুন বিদ্যুৎ সংযোগের জন্য সেবার মূল্য এবং পরিশোধ করা যায়। https://desco.portal.gov.bd/sites/default/files/files/desco.portal.gov.bd/page/6222c346_7b29_424a_8ba2_f05d3b5accc1/2025-10-30-06-31-3a232e183fa0191f5c74c5f4e24b1491.pdf","category: ইউটিলিটি বিল (বিদ্যুৎ, গ্যাস ও পানি) | sub_category: বিদ্যুৎ সংক্রান্ত সেবা | service: ডেসকো: নির্মাণাধীন ভবনে নতুন বিদ্যুৎ সংযোগ/সেবার মূল্য এবং পরিশোধ পদ্ধতি | topic: নির্মাণাধীন ভবনে ডেসকোর নতুন বিদ্যুৎ সংযোগের জন্য সেবার মূল্য এবং পরিশোধ পদ্ধতি"
"ইউটিলিটি বিল (বিদ্যুৎ, গ্যাস ও পানি) > বিদ্যুৎ সংক্রান্ত সেবা > ডেসকো: নির্মাণাধীন ভবনে নতুন বিদ্যুৎ সংযোগ/সময়সীমা > নির্মাণাধীন ভবনে ডেসকোর নতুন বিদ্যুৎ সংযোগের জন্য সেবা প্রদানের সময়সীমা নির্মাণাধীন ভবনে ডেসকোর নতুন বিদ্যুৎ সংযোগের জন্য সেবা প্রদানের সময়সীমা হলো: ১। এলটি: ০৭ (সাত) কর্মদিবস ২। এমটি: ১৮ (আঠারো) কর্মদিবস https://desco.portal.gov.bd/sites/default/files/files/desco.portal.gov.bd/page/6222c346_7b29_424a_8ba2_f05d3b5accc1/2025-10-30-06-31-3a232e183fa0191f5c74c5f4e24b1491.pdf","category: ইউটিলিটি বিল (বিদ্যুৎ, গ্যাস ও পানি) | sub_category: বিদ্যুৎ সংক্রান্ত সেবা | service: ডেসকো: নির্মাণাধীন ভবনে নতুন বিদ্যুৎ সংযোগ/সময়সীমা | topic: নির্মাণাধীন ভবনে ডেসকোর নতুন বিদ্যুৎ সংযোগের জন্য সেবা প্রদানের সময়সীমা"
"ইউটিলিটি বিল (বিদ্যুৎ, গ্যাস ও পানি) > বিদ্যুৎ সংক্রান্ত সেবা > ডেসকো: নির্মাণাধীন ভবনে নতুন বিদ্যুৎ সংযোগ/যোগাযোগ > নির্মাণাধীন ভবনে ডেসকোর নতুন বিদ্যুৎ সংযোগের জন্য দায়িত্বপ্রাপ্ত কর্মকর্তাদের সাথে যোগাযোগ নির্মাণাধীন ভবনে ডেসকোর নতুন বিদ্যুৎ সংযোগের জন্য দায়িত্বপ্রাপ্ত কর্মকর্তাদের সাথে যোগাযোগের জন্য https://desco.gov.bd/site/page/f4cb7c7c-03b7-4047-879e-ac010f969cd3/- এই লিংকে ভিজিট করুন। https://desco.portal.gov.bd/sites/default/files/files/desco.portal.gov.bd/page/6222c346_7b29_424a_8ba2_f05d3b5accc1/2025-10-30-06-31-3a232e183fa0191f5c74c5f4e24b1491.pdf","category: ইউটিলিটি বিল (বিদ্যুৎ, গ্যাস ও পানি) | sub_category: বিদ্যুৎ সংক্রান্ত সেবা | service: ডেসকো: নির্মাণাধীন ভবনে নতুন বিদ্যুৎ সংযোগ/যোগাযোগ | topic: নির্মাণাধীন ভবনে ডেসকোর নতুন বিদ্যুৎ সংযোগের জন্য দায়িত্বপ্রাপ্ত কর্মকর্তাদের সাথে যোগাযোগ"
"ইউটিলিটি বিল (বিদ্যুৎ, গ্যাস ও পানি) > বিদ্যুৎ সংক্রান্ত সেবা > ডেসকো: স্বল্পস্থায়ী সামাজিক অনুষ্ঠান, প্রদর্শনী এবং বানিজ্যিক কর্মকান্ডের জন্য অস্থায়ী সংযোগ > স্বল্পস্থায়ী সামাজিক অনুষ্ঠান, প্রদর্শনী এবং বানিজ্যিক কর্মকান্ডের জন্য ডেসকোর অস্থায়ী সংযোগ নেওয়ার নিয়ম স্বল্পস্থায়ী সামাজিক অনুষ্ঠান, প্রদর্শনী এবং বানিজ্যিক কর্মকান্ডের জন্য ডেসকোর অস্থায়ী সংযোগ সেবা প্রদান পদ্ধতি হলো: ক) অনলাইন গ্রাহক সেবা পরিচালনা ব্যবস্থা (https://ocsms.desco.org.bd/login) ঠিকানায় আবেদনকারীর মোবাইল নম্বর ও জাতীয় পরিচয় পত্রের নম্বর। ব্যবহার করে নিবন্ধন। পূর্বে নিবন্ধন করা থাকলে ইউজার আইডি (User ID) (নিবন্ধিত মোবাইল নম্বর) ও পাসওয়ার্ড ব্যবহার করে লগ ইন করে প্রয়োজনীয় তথ্যাদি সহ অনলাইনে আবেদন। খ) এমটি সংয়োগের ক্ষেত্রে (৮১ কি:ও: এবং তদুর্ধ) আবেদনকারীকে নিজস্ব ব্যবস্থাপনায় উপকেন্দ্র স্থাপন ও প্রধান বিদ্যুৎ পরিদর্শকের দপ্তর কর্তৃক উপকেন্দ্র চালুর অনুমোদন সংগ্রহ করতে হবে। গ) মাঠ পর্যায়ে পরিদর্শন ও অনলাইনে প্রতিবেদন দাখিল। পরিদর্শনের বিষয়ঃ ওয়্যারিং, ওয়্যারিংকৃত লোড, ফ্ল্যাট সাইজ (প্রযোজ্য ক্ষেত্রে), আর্থিং, সার্ভিস ড্রপের দৈর্ঘ্য ও সংশ্লিষ্ট ট্রান্সফরমারের লোড। মধ্যমচাপ (এমটি) আবেদনের ক্ষেত্রে সংশ্লিষ্ট উপকেন্দ্র ও ফিডারের লোড, উপকেন্দ্র ও পোলে ক্যাবল উত্তোলন সহ আনুষাঙ্গিক বিষয়াদি। ঘ) লোড অনুমোদনের জন্য অনলাইনে যথাযথ কর্তৃপক্ষ বরাবর প্রেরণ। ঙ) অনলাইনে ডিমান্ড নোট জারী। চ) জারীকৃত ডিমান্ড নোট অনলাইনে পরিশোধ (ডেসকো স্টোরে মজুত না থাকলে মিটার জমাদান- ডিমান্ডনোটে অবহিত করা হয়)। ছ) মিটার স্থাপনের জন্য গ্রাহক মিটার অর্ডার (CMO_Customer Meter Order) ইস্যু, মিটার সহ সিএমও (CMO) ঠিকাদারের নিকট হস্তান্তর ও সংযোগ প্রদান। https://desco.portal.gov.bd/sites/default/files/files/desco.portal.gov.bd/page/6222c346_7b29_424a_8ba2_f05d3b5accc1/2025-10-30-06-31-3a232e183fa0191f5c74c5f4e24b1491.pdf","category: ইউটিলিটি বিল (বিদ্যুৎ, গ্যাস ও পানি) | sub_category: বিদ্যুৎ সংক্রান্ত সেবা | service: ডেসকো: স্বল্পস্থায়ী সামাজিক অনুষ্ঠান, প্রদর্শনী এবং বানিজ্যিক কর্মকান্ডের জন্য অস্থায়ী সংযোগ | topic: স্বল্পস্থায়ী সামাজিক অনুষ্ঠান, প্রদর্শনী এবং বানিজ্যিক কর্মকান্ডের জন্য ডেসকোর অস্থায়ী সংযোগ নেওয়ার নিয়ম"
"ইউটিলিটি বিল (বিদ্যুৎ, গ্যাস ও পানি) > বিদ্যুৎ সংক্রান্ত সেবা > ডেসকো: স্বল্পস্থায়ী সামাজিক অনুষ্ঠান, প্রদর্শনী এবং বানিজ্যিক কর্মকান্ডের জন্য অস্থায়ী সংযোগ/প্রয়োজনীয় কাগজপত্র > স্বল্পস্থায়ী সামাজিক অনুষ্ঠান, প্রদর্শনী এবং বানিজ্যিক কর্মকান্ডের জন্য ডেসকোর অস্থায়ী সংযোগের জন্য প্রয়োজনীয় কাগজপত্র স্বল্পস্থায়ী সামাজিক অনুষ্ঠান, প্রদর্শনী এবং বানিজ্যিক কর্মকান্ডের জন্য ডেসকোর অস্থায়ী সংযোগের জন্য নিম্নোক্ত ডকুমেন্ট সমূহের স্ক্যান কপি আপলোড করে যথাযথভাবে পূরণকৃত আবেদন অনলাইনে সাবমিট (Submit) করতে হবে: ক) জাতীয় পরিচয় পত্র (প্রতিষ্ঠানের ক্ষেত্রে মনোনীত ব্যক্তির), আবেদনকারীর পাসপোর্ট সাইজের ছবি। খ) জমির মালিকানা দলিল/হালনাগাদ ভূমি উন্নয়ন কর পরিশোধের রশিদ/নামজারীর খতিয়ান/লিজ দলিল (প্রজোজ্য ক্ষেত্রে)/সরকারি বরাদ্দ পত্র (প্রযোজ্য ক্ষেত্রে), যৌথ মালিকানার অনাপত্তিনামা (প্রযোজ্য ক্ষেত্রে)। গ) সামাজিক/বানিজ্যিক কর্মকান্ডের জন্য যথাযথ কর্তৃপক্ষের অনুমতিপত্র। ঘ) এমটি সংযোগের ক্ষেত্রে প্রধান বিদ্যুৎ পরিদর্শকের দপ্তর কর্তৃক উপকেন্দ্র চালুর অনুমোদন। ঙ) আবেদনকারীর ই-টিন সনদ (e-TIN Certificate)। https://desco.portal.gov.bd/sites/default/files/files/desco.portal.gov.bd/page/6222c346_7b29_424a_8ba2_f05d3b5accc1/2025-10-30-06-31-3a232e183fa0191f5c74c5f4e24b1491.pdf","category: ইউটিলিটি বিল (বিদ্যুৎ, গ্যাস ও পানি) | sub_category: বিদ্যুৎ সংক্রান্ত সেবা | service: ডেসকো: স্বল্পস্থায়ী সামাজিক অনুষ্ঠান, প্রদর্শনী এবং বানিজ্যিক কর্মকান্ডের জন্য অস্থায়ী সংযোগ/প্রয়োজনীয় কাগজপত্র | topic: স্বল্পস্থায়ী সামাজিক অনুষ্ঠান, প্রদর্শনী এবং বানিজ্যিক কর্মকান্ডের জন্য ডেসকোর অস্থায়ী সংযোগের জন্য প্রয়োজনীয় কাগজপত্র"
"ইউটিলিটি বিল (বিদ্যুৎ, গ্যাস ও পানি) > বিদ্যুৎ সংক্রান্ত সেবা > ডেসকো: স্বল্পস্থায়ী সামাজিক অনুষ্ঠান, প্রদর্শনী এবং বানিজ্যিক কর্মকান্ডের জন্য অস্থায়ী সংযোগ/সেবার মূল্য এবং পরিশোধ পদ্ধতি > স্বল্পস্থায়ী সামাজিক অনুষ্ঠান, প্রদর্শনী এবং বানিজ্যিক কর্মকান্ডের জন্য ডেসকোর অস্থায়ী সংযোগের জন্য সেবার মূল্য এবং পরিশোধ পদ্ধতি অনলাইন গ্রাহক সেবা পরিচালনা ব্যবস্থায় (OCSMS_Online Customer Service Management System) ইস্যুকৃত ডিমান্ড নোটে উল্লিখিত টাকা এবং ই-পেমেন্টের (e-payment) মাধ্যমে স্বল্পস্থায়ী সামাজিক অনুষ্ঠান, প্রদর্শনী এবং বানিজ্যিক কর্মকান্ডের জন্য ডেসকোর অস্থায়ী সংযোগের জন্য সেবার মূল্য পরিশোধ করা যায়। https://desco.portal.gov.bd/sites/default/files/files/desco.portal.gov.bd/page/6222c346_7b29_424a_8ba2_f05d3b5accc1/2025-10-30-06-31-3a232e183fa0191f5c74c5f4e24b1491.pdf","category: ইউটিলিটি বিল (বিদ্যুৎ, গ্যাস ও পানি) | sub_category: বিদ্যুৎ সংক্রান্ত সেবা | service: ডেসকো: স্বল্পস্থায়ী সামাজিক অনুষ্ঠান, প্রদর্শনী এবং বানিজ্যিক কর্মকান্ডের জন্য অস্থায়ী সংযোগ/সেবার মূল্য এবং পরিশোধ পদ্ধতি | topic: স্বল্পস্থায়ী সামাজিক অনুষ্ঠান, প্রদর্শনী এবং বানিজ্যিক কর্মকান্ডের জন্য ডেসকোর অস্থায়ী সংযোগের জন্য সেবার মূল্য এবং পরিশোধ পদ্ধতি"
"ইউটিলিটি বিল (বিদ্যুৎ, গ্যাস ও পানি) > বিদ্যুৎ সংক্রান্ত সেবা > ডেসকো: স্বল্পস্থায়ী সামাজিক অনুষ্ঠান, প্রদর্শনী এবং বানিজ্যিক কর্মকান্ডের জন্য অস্থায়ী সংযোগ/ সময়সীমা > স্বল্পস্থায়ী সামাজিক অনুষ্ঠান, প্রদর্শনী এবং বানিজ্যিক কর্মকান্ডের জন্য ডেসকোর অস্থায়ী সংযোগ প্রদানের সময়সীমা স্বল্পস্থায়ী সামাজিক অনুষ্ঠান, প্রদর্শনী এবং বানিজ্যিক কর্মকান্ডের জন্য ডেসকোর অস্থায়ী সংযোগের জন্য সেবা প্রদানের সময়সীমা হলো: ১। এলটি: ০৫ (পাঁচ) কর্মদিবস ২। এমটি: ১০ (দশ) কর্মদিবস https://desco.portal.gov.bd/sites/default/files/files/desco.portal.gov.bd/page/6222c346_7b29_424a_8ba2_f05d3b5accc1/2025-10-30-06-31-3a232e183fa0191f5c74c5f4e24b1491.pdf","category: ইউটিলিটি বিল (বিদ্যুৎ, গ্যাস ও পানি) | sub_category: বিদ্যুৎ সংক্রান্ত সেবা | service: ডেসকো: স্বল্পস্থায়ী সামাজিক অনুষ্ঠান, প্রদর্শনী এবং বানিজ্যিক কর্মকান্ডের জন্য অস্থায়ী সংযোগ/ সময়সীমা | topic: স্বল্পস্থায়ী সামাজিক অনুষ্ঠান, প্রদর্শনী এবং বানিজ্যিক কর্মকান্ডের জন্য ডেসকোর অস্থায়ী সংযোগ প্রদানের সময়সীমা"
"ইউটিলিটি বিল (বিদ্যুৎ, গ্যাস ও পানি) > বিদ্যুৎ সংক্রান্ত সেবা > ডেসকো: স্বল্পস্থায়ী সামাজিক অনুষ্ঠান, প্রদর্শনী এবং বানিজ্যিক কর্মকান্ডের জন্য অস্থায়ী সংযোগ/ যোগাযোগ > স্বল্পস্থায়ী সামাজিক অনুষ্ঠান, প্রদর্শনী এবং বানিজ্যিক কর্মকান্ডের জন্য ডেসকোর অস্থায়ী সংযোগের জন্য দায়িত্বপ্রাপ্ত কর্মকর্তাদের সাথে যোগাযোগ স্বল্পস্থায়ী সামাজিক অনুষ্ঠান, প্রদর্শনী এবং বানিজ্যিক কর্মকান্ডের জন্য ডেসকোর অস্থায়ী সংযোগের জন্য দায়িত্বপ্রাপ্ত কর্মকর্তাদের সাথে যোগাযোগের জন্য https://desco.gov.bd/site/page/f4cb7c7c-03b7-4047-879e-ac010f969cd3/- এই লিংকে ভিজিট করুন। https://desco.portal.gov.bd/sites/default/files/files/desco.portal.gov.bd/page/6222c346_7b29_424a_8ba2_f05d3b5accc1/2025-10-30-06-31-3a232e183fa0191f5c74c5f4e24b1491.pdf","category: ইউটিলিটি বিল (বিদ্যুৎ, গ্যাস ও পানি) | sub_category: বিদ্যুৎ সংক্রান্ত সেবা | service: ডেসকো: স্বল্পস্থায়ী সামাজিক অনুষ্ঠান, প্রদর্শনী এবং বানিজ্যিক কর্মকান্ডের জন্য অস্থায়ী সংযোগ/ যোগাযোগ | topic: স্বল্পস্থায়ী সামাজিক অনুষ্ঠান, প্রদর্শনী এবং বানিজ্যিক কর্মকান্ডের জন্য ডেসকোর অস্থায়ী সংযোগের জন্য দায়িত্বপ্রাপ্ত কর্মকর্তাদের সাথে যোগাযোগ"
"ইউটিলিটি বিল (বিদ্যুৎ, গ্যাস ও পানি) > বিদ্যুৎ সংক্রান্ত সেবা > ডেসকো: লোড ছাড়পত্র > ডেসকোর লোড ছাড়পত্র নেওয়ার নিয়ম ডেসকোর লোড ছাড়পত্র নেওয়ার পদ্ধতি হলো: ক) স্পট/স্থাপনা পরিদর্শন প্রতিবেদনসহ কারিগরী তথ্য পি এন্ড ডি বিভাগে প্রেরণ। খ) পি এন্ড ডি বিভাগ কর্তৃক লোড ছাড়পত্রের আবেদন অনুমোদন/বাতিল। গ) অনুমোদন সাপেক্ষে নির্ধারিত ফি পরিশোধ অথবা লোড সংকুলান সম্ভব না হলে আবেদনকারীকে পত্র মারফত জানিয়ে দেয়া। ঘ) পে-অর্ডার প্রাপ্তি সাপেক্ষে লোড ছাড়পত্র জারি। https://desco.portal.gov.bd/sites/default/files/files/desco.portal.gov.bd/page/6222c346_7b29_424a_8ba2_f05d3b5accc1/2025-10-30-06-31-3a232e183fa0191f5c74c5f4e24b1491.pdf","category: ইউটিলিটি বিল (বিদ্যুৎ, গ্যাস ও পানি) | sub_category: বিদ্যুৎ সংক্রান্ত সেবা | service: ডেসকো: লোড ছাড়পত্র | topic: ডেসকোর লোড ছাড়পত্র নেওয়ার নিয়ম"
"ইউটিলিটি বিল (বিদ্যুৎ, গ্যাস ও পানি) > বিদ্যুৎ সংক্রান্ত সেবা > ডেসকো: লোড ছাড়পত্র/প্রয়োজনীয় কাগজপত্র > ডেসকোর লোড ছাড়পত্র নেওয়ার জন্য প্রয়োজনীয় কাগজপত্র ডেসকোর লোড ছাড়পত্র নেওয়ার জন্য প্রয়োজনীয় কাগজপত্র হলো: ক) মোট লোডের পরিমাণ, লোডের বিবরণ ও সংযোগ গ্রহণের সম্ভাব্য সময় উল্লেখসহ আবেদনের কপি। খ) স্থাপনার লোকেশন ম্যাপ। গ) জমির মালিকানা দলিল/হালনাগাদ ভূমি উন্নয়ন কর পরিশোধের রশিদ/নামজারীর খতিয়ান/লিজ দলিল (প্রজোজ্য ক্ষেত্রে)/সরকারি বরাদ্দ পত্র (প্রযোজ্য ক্ষেত্রে), যৌথ মালিকানার অনাপত্তিনামা (প্রযোজ্য ক্ষেত্রে)। ঘ) যথাযথ কর্তৃপক্ষ কর্তৃক অফিসে অনুমোদনের নিমিত্ত জমা প্রদানের লক্ষ্যে প্রস্তাবিত নকশার কপি (প্রযোজ্য ক্ষেত্রে নিবন্ধিত স্থপতি কর্তৃক)। https://desco.portal.gov.bd/sites/default/files/files/desco.portal.gov.bd/page/6222c346_7b29_424a_8ba2_f05d3b5accc1/2025-10-30-06-31-3a232e183fa0191f5c74c5f4e24b1491.pdf","category: ইউটিলিটি বিল (বিদ্যুৎ, গ্যাস ও পানি) | sub_category: বিদ্যুৎ সংক্রান্ত সেবা | service: ডেসকো: লোড ছাড়পত্র/প্রয়োজনীয় কাগজপত্র | topic: ডেসকোর লোড ছাড়পত্র নেওয়ার জন্য প্রয়োজনীয় কাগজপত্র"
"ইউটিলিটি বিল (বিদ্যুৎ, গ্যাস ও পানি) > বিদ্যুৎ সংক্রান্ত সেবা > ডেসকো: লোড ছাড়পত্র/সেবার মূল্য এবং পরিশোধ পদ্ধতি > ডেসকোর লোড ছাড়পত্র নেওয়ার জন্য সেবার মূল্য এবং পরিশোধ পদ্ধতি ডেসকোর লোড ছাড়পত্র নেওয়ার জন্য পত্রে উল্লিখিত টাকা পে-অর্ডার আকারে সেবার মূল্য এবং পরিশোধ করতে হবে। https://desco.portal.gov.bd/sites/default/files/files/desco.portal.gov.bd/page/6222c346_7b29_424a_8ba2_f05d3b5accc1/2025-10-30-06-31-3a232e183fa0191f5c74c5f4e24b1491.pdf","category: ইউটিলিটি বিল (বিদ্যুৎ, গ্যাস ও পানি) | sub_category: বিদ্যুৎ সংক্রান্ত সেবা | service: ডেসকো: লোড ছাড়পত্র/সেবার মূল্য এবং পরিশোধ পদ্ধতি | topic: ডেসকোর লোড ছাড়পত্র নেওয়ার জন্য সেবার মূল্য এবং পরিশোধ পদ্ধতি"
"ইউটিলিটি বিল (বিদ্যুৎ, গ্যাস ও পানি) > বিদ্যুৎ সংক্রান্ত সেবা > ডেসকো: লোড ছাড়পত্র/সময়সীমা > ডেসকোর লোড ছাড়পত্র নেওয়ার জন্য সময়সীমা ডেসকোর লোড ছাড়পত্র নেওয়ার জন্য সেবা প্রদানের সময়সীমা ২০ (বিশ) কর্মদিবস। https://desco.portal.gov.bd/sites/default/files/files/desco.portal.gov.bd/page/6222c346_7b29_424a_8ba2_f05d3b5accc1/2025-10-30-06-31-3a232e183fa0191f5c74c5f4e24b1491.pdf","category: ইউটিলিটি বিল (বিদ্যুৎ, গ্যাস ও পানি) | sub_category: বিদ্যুৎ সংক্রান্ত সেবা | service: ডেসকো: লোড ছাড়পত্র/সময়সীমা | topic: ডেসকোর লোড ছাড়পত্র নেওয়ার জন্য সময়সীমা"
"ইউটিলিটি বিল (বিদ্যুৎ, গ্যাস ও পানি) > বিদ্যুৎ সংক্রান্ত সেবা > ডেসকো: লোড ছাড়পত্র/যোগাযোগ > ডেসকোর লোড ছাড়পত্র নেওয়ার জন্য দায়িত্বপ্রাপ্ত কর্মকর্তাদের সাথে যোগাযোগ ডেসকোর লোড ছাড়পত্র নেওয়ার জন্য দায়িত্বপ্রাপ্ত তত্ত্বাবধায়ক প্রকৌশলীর (পি এন্ড ডি) সাথে যোগাযোগ করতে হবে। https://desco.portal.gov.bd/sites/default/files/files/desco.portal.gov.bd/page/6222c346_7b29_424a_8ba2_f05d3b5accc1/2025-10-30-06-31-3a232e183fa0191f5c74c5f4e24b1491.pdf","category: ইউটিলিটি বিল (বিদ্যুৎ, গ্যাস ও পানি) | sub_category: বিদ্যুৎ সংক্রান্ত সেবা | service: ডেসকো: লোড ছাড়পত্র/যোগাযোগ | topic: ডেসকোর লোড ছাড়পত্র নেওয়ার জন্য দায়িত্বপ্রাপ্ত কর্মকর্তাদের সাথে যোগাযোগ"
